clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"Unionville Gate Family Dentist","https://unionvillegatefamilydentists.com/","Markham","ON","","","","","manual","todo",""
"Dr. Danny Wong Dental Office","","Markham","ON","","","","","manual","todo",""
"Forestbrook Dental","https://forestbrookdental.com/","Markham","ON","","","","","manual","todo",""
"Markland Dental Centre","http://www.marklanddentalcentre.com/","Markham","ON","","","","","manual","todo",""
"The Smile Team Family Dentistry","http://smileteamtoronto.ca/","Markham","ON","","","","","manual","todo",""
"Dentistry On Corby","http://www.dentistryoncorby.ca/","Markham","ON","","","","","manual","todo",""
"Dr. Arthur Leung & Dr. Brandon Lum","http://www.leunglumdental.ca/","Markham","ON","","","","","manual","todo",""
"Markham Eglinton Dental Centre","https://www.markhameglintondental.com/","Markham","ON","","","","","manual","todo",""
"Kingwest Dental","http://www.kingwestdental.ca/contact-us/contact-information-office-map/","Toronto","ON","","","","","manual","todo",""
"T-DOT Dental","https://tdotdental.ca/","Toronto","ON","","","","","manual","todo",""
"Best Dental Clinic in Toronto | Top Rated Dentist in Toronto - Bathurst Western Dental","https://bathurstwesterndental.com/","Toronto","ON","","","","","manual","todo",""
"Adelaide Dental","https://adelaidedental.ca/","Toronto","ON","","","","","manual","todo",""
"Dentist at HealthOne Harbourfront","https://healthone.ca/toronto/dental-to/?utm_source=gmb&utm_medium=service&utm_campaign=toronto&utm_term=dental","Toronto","ON","","","","","manual","todo",""
"Harbourfront Dental","https://www.harbourfrontdental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","Toronto","ON","","","","","manual","todo",""
"Fort Dental Clinic","https://www.fortdentalclinic.ca/","Toronto","ON","","","","","manual","todo",""
"Bloor Dental Health Centre | Dr . Lawrence Freedman","https://bloordufferindental.com/","Toronto","ON","","","","","manual","todo",""
"Chaplin Dental","https://www.torontodental.com/","Toronto","ON","","","","","manual","todo",""
"Yorkview Family Dental Clinic","https://www.yorkviewdentaltoronto.com/","Toronto","ON","","","","","manual","todo",""
"Arlington Dental - St Clair West","https://arlingtondental.ca/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink","Toronto","ON","","","","","manual","todo",""
"Kaplan Dental Clinic","https://www.kaplandental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Toronto","ON","","","","","manual","todo",""
"WestClair Dental – Best Dental Clinic Near You in Toronto | Best Dentist in Toronto","http://www.westclairdental.com/","Toronto","ON","","","","","manual","todo",""
"St Clair Spadina Dental","https://stclairspadinadental.com/","Toronto","ON","","","","","manual","todo",""
"Vaughan Road Dental Clinic","http://www.arlingtondental.ca/","Toronto","ON","","","","","manual","todo",""
"City Oasis Dental","https://cityoasis.dental/?utm_source=google&utm_content=gbp","Toronto","ON","","","","","manual","todo",""
"Smiles of Kensington Dental","https://sk-dental.ca/?utm_campaign=gmb","Toronto","ON","","","","","manual","todo",""
"Sunset Dental Clinic","https://www.sunsetdentalclinic.ca/","Toronto","ON","","","","","manual","todo",""
"The Tooth Corner","","Toronto","ON","","","","","manual","todo",""
"City Dental Toronto","http://citydentaltoronto.com/","Toronto","ON","","","","","manual","todo",""
"Lisgar Park Dental","http://www.lisgarparkdental.com/","Toronto","ON","","","","","manual","todo",""
"Riverdale Dental","https://www.riverdaledentist.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Toronto","ON","","","","","manual","todo",""
"Brush Dental Church","https://dentalchurch.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Toronto","ON","","","","","manual","todo",""
"R U Smiling Dental","https://rusmilingdental.com/?utm_source=google&utm_content=gbp","Toronto","ON","","","","","manual","todo",""
"Brush Dental Dundas","https://brushdentaldundas.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Toronto","ON","","","","","manual","todo",""
"Fashion District Dental","https://www.fashiondistrict.dental/","Toronto","ON","","","","","manual","todo",""
"Altima Atrium Dental Centre","https://altimaatriumdental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Toronto","ON","","","","","manual","todo",""
"Dental Art on Harbord","https://www.dentalartonharbord.com/","Toronto","ON","","","","","manual","todo",""
"Yonge Wellesley Dental","https://yongewellesleydental.com/","Toronto","ON","","","","","manual","todo",""
"Hayden Charles Dental Care Midtown Toronto","https://www.haydencharlesdentalcare.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL","Toronto","ON","","","","","manual","todo",""
"Monarch Dentistry - Esplanade","https://monarchdentistry.ca/","Toronto","ON","","","","","manual","todo",""
"Toronto Family Dental - Dr. Ted Liu","http://www.torontofamilydental.ca/","Toronto","ON","","","","","manual","todo",""
"Family Smile Dentistry","https://smiledentaltoronto.com/","Toronto","ON","","","","","manual","todo",""
"Walk In Family Dentistry","https://walkinfamilydental.ca/","Toronto","ON","","","","","manual","todo",""
"Family Tree Dental","https://www.familydentisttree.ca/","Toronto","ON","","","","","manual","todo",""
"Orleans Gardens Dental Centre","https://myorleansdentist.com/?utm_source=google&utm_content=gbp","Ottawa","ON","","","","","manual","todo",""
"Pretoria Bridge Dental","https://www.pbdental.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","Ottawa","ON","","","","","manual","todo",""
"Orleans Dental Arts","https://www.orleansdentalarts.ca/","Ottawa","ON","","","","","manual","todo",""
"Upper Hunt Club Dental Centre","https://www.huntclubdentalcentre.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Glebe Dental Centre","https://singhaldentistry.ca/","Ottawa","ON","","","","","manual","todo",""
"Star Dental","https://star-dental.ca/","Ottawa","ON","","","","","manual","todo",""
"Ottawa Dental","https://ottawadental.ca/","Ottawa","ON","","","","","manual","todo",""
"Smile Care Dental Centre","http://www.smilecarecentre.ca/","Ottawa","ON","","","","","manual","todo",""
"Smile Health Dental","http://smilehealth.ca/","Ottawa","ON","","","","","manual","todo",""
"Kiran Dental Clinic","http://kirandental.ca/","Ottawa","ON","","","","","manual","todo",""
"Apple's Dental Elmvale Clinic","https://applesdental.com/location/apples-dental-elmvale/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Ottawa","ON","","","","","manual","todo",""
"The Hunt Club Dental Centre","https://www.huntclubdentalcentre.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Mersal Dental","https://www.mersaldental.ca/","Ottawa","ON","","","","","manual","todo",""
"Wellington Dental Care Dr. Khosravi","https://cliniquedentairewellington.com/","Ottawa","ON","","","","","manual","todo",""
"Rockcliffe Dental and Denture Centre","https://familydentistottawa.com/","Ottawa","ON","","","","","manual","todo",""
"House of Smiles Dental Hygiene Studio","","Ottawa","ON","","","","","manual","todo",""
"Fisher Dental","https://www.fisherdental.ca/","Ottawa","ON","","","","","manual","todo",""
"Alinea Dental","https://www.alineadental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Toothworks Kilborn Dental Centre","https://www.toothworks.com/site/kilborn-dental-clinic-ottawa?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Ottawa Dental Centre","https://www.ottawadentistry.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Westend Dental Clinic","https://www.westenddentalclinic.com/","Ottawa","ON","","","","","manual","todo",""
"Manor Park Dental","","Ottawa","ON","","","","","manual","todo",""
"Canadian Dental Association","https://www.cda-adc.ca/","Ottawa","ON","","","","","manual","todo",""
"Gloucester Family Dentistry","https://www.gloucesterdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","","","manual","todo",""
"Findlay Creek Family Dental","https://findlaycreekfamilydental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Ottawa","ON","","","","","manual","todo",""
"West Mississauga Dental","https://mississaugawestdental.ca/","Mississauga","ON","","","","","manual","todo",""
"Confederation Dental","http://www.confederationdental.com/","Mississauga","ON","","","","","manual","todo",""
"Bristol Dental Clinic","https://www.bristoldental.ca/","Mississauga","ON","","","","","manual","todo",""
"Mavis Dental Centre","http://www.mavisdentalcentre.com/","Mississauga","ON","","","","","manual","todo",""
"Benitez Dental Clinic - Mississauga","https://benitezdentalclinic.ca/?utm_source=GBP&utm_medium=Button&utm_campaign=Home","Mississauga","ON","","","","","manual","todo",""
"Altima Erin Mills Dental Centre","https://altimaerinmillsdental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Mississauga","ON","","","","","manual","todo",""
"Sana Dentistry","https://sanadentistry.ca/?utm_source=google&utm_content=gbp","Mississauga","ON","","","","","manual","todo",""
"Parkside Village Dental","http://www.parksidevillagedental.com/","Mississauga","ON","","","","","manual","todo",""
"Universe Dental","http://www.universedental.ca/","Mississauga","ON","","","","","manual","todo",""
"The Smile Collective Dental Clinic Dr. Jacqueline Geroche & Associates","http://smilecollective.ca/","Mississauga","ON","","","","","manual","todo",""
"Erin Mills Smiles Dentistry","https://smilesofcanada.com/locations/erin-mills-smiles-dentistry/","Mississauga","ON","","","","","manual","todo",""
"Revive dental clinic mississauga","https://www.revivedentalmississauga.ca/","Mississauga","ON","","","","","manual","todo",""
"Erinwood Dental - Dunwin Clinic","https://www.erinwooddental.com/locations/dunwin?utm_source=&utm_medium=organic&utm_campaign=gmb-listing","Mississauga","ON","","","","","manual","todo",""
"Silver Creek Dentist","https://silvercreekdentist.ca/","Mississauga","ON","","","","","manual","todo",""
"Fowler Dental","https://fowlerdental.ca/","Mississauga","ON","","","","","manual","todo",""
"Heritage House Dental","http://www.heritagehousedental.ca/","Mississauga","ON","","","","","manual","todo",""
"Cawthra Dental","https://www.cawthradental.com/","Mississauga","ON","","","","","manual","todo",""
"WORLD DRIVE DENTISTRY","https://www.square1dental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Mississauga","ON","","","","","manual","todo",""
"Dr. Hassan El-Awour","https://drhassandental.ca/","Mississauga","ON","","","","","manual","todo",""
"Erinwood Dental - Eglinton Clinic","https://www.erinwooddental.com/locations/eglinton?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","Mississauga","ON","","","","","manual","todo",""
"Central Parkway Dental Office","http://www.drxiedental.com/","Mississauga","ON","","","","","manual","todo",""
"The Heritage Dental Centre","","Mississauga","ON","","","","","manual","todo",""
"Britannia Dental Centre","","Mississauga","ON","","","","","manual","todo",""
"Huron Dental Centre","","Mississauga","ON","","","","","manual","todo",""
"Churchill Smiles Dentistry","","Mississauga","ON","","","","","manual","todo",""
"City Heights Dental Centre","","Mississauga","ON","","","","","manual","todo",""
"Dr. Neil J. Gajjar, Associates & Specialists","","Mississauga","ON","","","","","manual","todo",""
"MapleLeaf Smile Dentistry - Shahad","","Mississauga","ON","","","","","manual","todo",""
"Churchill Glen Dental","","Mississauga","ON","","","","","manual","todo",""
"Southcommon Dental","","Mississauga","ON","","","","","manual","todo",""
"Mississauga Dental Specialists","","Mississauga","ON","","","","","manual","todo",""
"Rockwest Dental Clinic Mississauga","","Mississauga","ON","","","","","manual","todo",""
"Kerhoulas Dental","","Mississauga","ON","","","","","manual","todo",""
"Dentistry at Heartland","","Mississauga","ON","","","","","manual","todo",""
"Creditview Dental","","Mississauga","ON","","","","","manual","todo",""
"Sharing Smiles Dental Mississauga","","Mississauga","ON","","","","","manual","todo",""
"Platinum Dental","","Mississauga","ON","","","","","manual","todo",""
"Pearl Dental Care - Streetsville","","Mississauga","ON","","","","","manual","todo",""
"CanSmile Dental - Dentist in Mississauga","","Mississauga","ON","","","","","manual","todo",""
"Mississauga West Dental","","Mississauga","ON","","","","","manual","todo",""
"Sheridan Dental","","Mississauga","ON","","","","","manual","todo",""
"Cracovia Dental","","Mississauga","ON","","","","","manual","todo",""
"Battleford Dental","","Mississauga","ON","","","","","manual","todo",""
"Milestone Dentistry","","Mississauga","ON","","","","","manual","todo",""
"Wolfedale Mississauga Dental Care","","Mississauga","ON","","","","","manual","todo",""
"Afflux Dentistry","","Mississauga","ON","","","","","manual","todo",""
"Churchill Meadows Dental Centre","","Mississauga","ON","","","","","manual","todo",""
"Family Care Dental","","Mississauga","ON","","","","","manual","todo",""
"Trillium Smile Dentistry","","Mississauga","ON","","","","","manual","todo",""
"Winston Churchill Dental","","Mississauga","ON","","","","","manual","todo",""
"PROXIMA DENTAL Mississauga","","Mississauga","ON","","","","","manual","todo",""
"Dr. Bassily Family Dentistry","","Mississauga","ON","","","","","manual","todo",""
"Skymark Smile Centre","","Mississauga","ON","","","","","manual","todo",""
"Dr. Stacey Sotiroff","","Mississauga","ON","","","","","manual","todo",""
"High Point Dental - Dr. Janet Lee DMD","","Mississauga","ON","","","","","manual","todo",""
"Dr. William Rodriguez & Associates","","Mississauga","ON","","","","","manual","todo",""
"SquareOne Smiles","","Mississauga","ON","","","","","manual","todo",""
"Dentistry on Derry","","Mississauga","ON","","","","","manual","todo",""
"Dr. Luis Ezqueda Dental","","Mississauga","ON","","","","","manual","todo",""
"Toothworks at Square One","","Mississauga","ON","","","","","manual","todo",""
"Meadowvale Town Centre Dental","","Mississauga","ON","","","","","manual","todo",""
"Rosetta Dental","","Mississauga","ON","","","","","manual","todo",""
"Dentistry in Streetsville","","Mississauga","ON","","","","","manual","todo",""
"9th Line Dental","","Mississauga","ON","","","","","manual","todo",""
"Eye Smile Dental Clinic | Mississauga Dentist","","Mississauga","ON","","","","","manual","todo",""
"Drew & Airport Family Dentistry","","Mississauga","ON","","","","","manual","todo",""
"Braydon Dental Care","","Brampton","ON","","","","","manual","todo",""
"Mayfield Dental Clinic","","Brampton","ON","","","","","manual","todo",""
"Fletcher's Meadow","","Brampton","ON","","","","","manual","todo",""
"Kennedy Dental Care","","Brampton","ON","","","","","manual","todo",""
"Keshavarz Dentistry in Brampton","","Brampton","ON","","","","","manual","todo",""
"Global Dental Office - Brampton","","Brampton","ON","","","","","manual","todo",""
"Father Tobin Dentistry | Dr. Karanbir Pannu | Dr. Surinder Khurana | New Patients Welcome!","","Brampton","ON","","","","","manual","todo",""
"Dr Sandhu","","Brampton","ON","","","","","manual","todo",""
"Metro City Dentistry Brampton Dental Clinic","","Brampton","ON","","","","","manual","todo",""
"McVean Dental Care Brampton","","Brampton","ON","","","","","manual","todo",""
"Kennedy Dental & Orthodontics","","Brampton","ON","","","","","manual","todo",""
"Bramcountry Dental","","Brampton","ON","","","","","manual","todo",""
"Copper Ridge Dental","","Brampton","ON","","","","","manual","todo",""
"Smile Matters","","Brampton","ON","","","","","manual","todo",""
"Valley Creek Dental","","Brampton","ON","","","","","manual","todo",""
"Sharing Smiles Dental","","Brampton","ON","","","","","manual","todo",""
"Dental Square","","Brampton","ON","","","","","manual","todo",""
"Sky Harbour Dental","","Brampton","ON","","","","","manual","todo",""
"Brampton North Dental","","Brampton","ON","","","","","manual","todo",""
"Kensington Dental","","Brampton","ON","","","","","manual","todo",""
"Omni Dental","","Brampton","ON","","","","","manual","todo",""
"Royal West Dentistry (Brampton)","","Brampton","ON","","","","","manual","todo",""
"Family Dental Care","","Brampton","ON","","","","","manual","todo",""
"Red Rose Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Grover Dental Care - Hayden","","Hamilton","ON","","","","","manual","todo",""
"Grover Dental Care - Rebecca","","Hamilton","ON","","","","","manual","todo",""
"Dr. Kwong Lo Dental Office","","Hamilton","ON","","","","","manual","todo",""
"MapleLeaf Smile Dentistry - AYA","","Hamilton","ON","","","","","manual","todo",""
"Monarch Dentistry","","Hamilton","ON","","","","","manual","todo",""
"The Tooth Corner Hamilton Main St E","","Hamilton","ON","","","","","manual","todo",""
"Upper Gage Dental Centre","","Hamilton","ON","","","","","manual","todo",""
"Parkway Dental Care","","Hamilton","ON","","","","","manual","todo",""
"Lincoln Dental Care","","Hamilton","ON","","","","","manual","todo",""
"Martindale Dental | Jackson Square Hamilton","","Hamilton","ON","","","","","manual","todo",""
"Dentistry on 7th","","Hamilton","ON","","","","","manual","todo",""
"Smile Design Dental Care","","Hamilton","ON","","","","","manual","todo",""
"llc","","Hamilton","ON","","","","","manual","todo",""
"Ancaster Family Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Summit Park Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Bellesmile Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Windwood Place Family Dental","","Hamilton","ON","","","","","manual","todo",""
"Dr Tupman Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Family Oak Dental | Stoney Creek","","Hamilton","ON","","","","","manual","todo",""
"Dentistry on the Mountain","","Hamilton","ON","","","","","manual","todo",""
"Dr. Laura Adams Family Dentistry (Formerly Dr Larry Yaksich","","Hamilton","ON","","","","","manual","todo",""
"Golf Links Dental Ancaster","","Hamilton","ON","","","","","manual","todo",""
"Ancaster Dental Centre","","Hamilton","ON","","","","","manual","todo",""
"Stone Church Family Dentistry","","Hamilton","ON","","","","","manual","todo",""
"Dawn Dental Centre","","London","ON","","","","","manual","todo",""
"Lunar Smile Dentistry","","London","ON","","","","","manual","todo",""
"London Sherwood Dental Care","","London","ON","","","","","manual","todo",""
"Carling Heights Dental","","London","ON","","","","","manual","todo",""
"One Dental Southdale","","London","ON","","","","","manual","todo",""
"Northwest Dental","","London","ON","","","","","manual","todo",""
"MEK Dental","","London","ON","","","","","manual","todo",""
"Riverpark Dental","","London","ON","","","","","manual","todo",""
"Cosmo Dental Centre","","London","ON","","","","","manual","todo",""
"Dentistry on Fanshawe","","London","ON","","","","","manual","todo",""
"Pond Mills Dental Clinic","","London","ON","","","","","manual","todo",""
"Adelaide North Dental Care","","London","ON","","","","","manual","todo",""
"Dental Studio - Avondale","","London","ON","","","","","manual","todo",""
"Apple Tree Dental","","London","ON","","","","","manual","todo",""
"Westmount Dental Office","","London","ON","","","","","manual","todo",""
"Toothworks Masonville Place Dental","","London","ON","","","","","manual","todo",""
"Bellwood Dentistry","","London","ON","","","","","manual","todo",""
"Wortley Road Dental","","London","ON","","","","","manual","todo",""
"Southwood Dental Studio - Southdale","","London","ON","","","","","manual","todo",""
"Smile Dental Centre","","London","ON","","","","","manual","todo",""
"Kapoor Family Dental","","London","ON","","","","","manual","todo",""
"Blue Heron Dental Centre","","London","ON","","","","","manual","todo",""
"North London Dental","","London","ON","","","","","manual","todo",""
"Spencer Dentistry","","London","ON","","","","","manual","todo",""
"Dr. Zheng Family Dentistry","","London","ON","","","","","manual","todo",""
"Downtown Dental Centre","","London","ON","","","","","manual","todo",""
"Aria Dental Centre","","London","ON","","","","","manual","todo",""
"We Smile Dentistry","","London","ON","","","","","manual","todo",""
"Village Green Family Dental","","London","ON","","","","","manual","todo",""
"Belfield family dental","","London","ON","","","","","manual","todo",""
"Advance Urgent Dental","","Windsor","ON","","","","","manual","todo",""
"Bridge Dental","","Windsor","ON","","","","","manual","todo",""
"Windsor Smiles Dental Group","","Windsor","ON","","","","","manual","todo",""
"BENTON DENTAL CLINIC","","Kitchener","ON","","","","","manual","todo",""
"Solar Dental","","Kitchener","ON","","","","","manual","todo",""
"Highland Dental Clinic","","Kitchener","ON","","","","","manual","todo",""
"Belmont Dental Care","","Kitchener","ON","","","","","manual","todo",""
"Manitou Dental Centre","","Kitchener","ON","","","","","manual","todo",""
"Sante Family Dental","","Kitchener","ON","","","","","manual","todo",""
"Tall Pines Dental Centre","","Kitchener","ON","","","","","manual","todo",""
"Dentistry On Fischer Hallman","","Kitchener","ON","","","","","manual","todo",""
"Dentistry on Huron","","Kitchener","ON","","","","","manual","todo",""
"Westheights Dental Centre","","Kitchener","ON","","","","","manual","todo",""
"Waterloo Family Dental","","Kitchener","ON","","","","","manual","todo",""
"Dawson Dental - Kitchener","","Kitchener","ON","","","","","manual","todo",""
"Kitchener Dentistry (Dr. Kathleen Connor)","","Kitchener","ON","","","","","manual","todo",""
"Toothworks The Boardwalk Dental","","Waterloo","ON","","","","","manual","todo",""
"Dawson Dental - Waterloo","","Waterloo","ON","","","","","manual","todo",""
"Glenridge Dental Office","","Waterloo","ON","","","","","manual","todo",""
"Laurelwood Dental Care","","Waterloo","ON","","","","","manual","todo",""
"Auburn Centre Dental","","Waterloo","ON","","","","","manual","todo",""
"Armadale Dental","","Markham","ON","","","","","manual","todo",""
"Bur Oak Dental West","","Markham","ON","","","","","manual","todo",""
"Copper Creek Dental","","Markham","ON","","","","","manual","todo",""
"Swan Dental","","Markham","ON","","","","","manual","todo",""
"Nasser Dentistry","","Markham","ON","","","","","manual","todo",""
"Dentistry On 14","","Markham","ON","","","","","manual","todo",""
"My City Dental","","Vaughan","ON","","","","","manual","todo",""
"Noor Dental Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Woodbridge Smile Centre","","Vaughan","ON","","","","","manual","todo",""
"Maple Dental Health","","Vaughan","ON","","","","","manual","todo",""
"Hwy 27 Dental clinic (Woodbridge-Vaughan)","","Vaughan","ON","","","","","manual","todo",""
"Mackenzie Dental Centre - Dr. Lloyd Pedvis","","Vaughan","ON","","","","","manual","todo",""
"Maple Vaughan Dental","","Vaughan","ON","","","","","manual","todo",""
"Charisma Dental","","Vaughan","ON","","","","","manual","todo",""
"Venice Dental","","Vaughan","ON","","","","","manual","todo",""
"Vaughan Woodbridge Family Dentistry","","Vaughan","ON","","","","","manual","todo",""
"Dufferin Vaughan Dental Centre","","Vaughan","ON","","","","","manual","todo",""
"Maple Dental Centre Dr.Sophie","","Vaughan","ON","","","","","manual","todo",""
"Dental Arts Clinic","","Vaughan","ON","","","","","manual","todo",""
"Marble Dental Centre","","Vaughan","ON","","","","","manual","todo",""
"VMC Dental | Top Dental Clinic in Vaughan | Emergency Dentist in Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Denwest Dental Clinic","","Vaughan","ON","","","","","manual","todo",""
"North Woodbridge Dental","","Vaughan","ON","","","","","manual","todo",""
"Vibrant Square Dental | Vaughan Dentist","","Vaughan","ON","","","","","manual","todo",""
"Mackenzie West Dental Health Centre","","Vaughan","ON","","","","","manual","todo",""
"Woodbridge Dental Centre","","Vaughan","ON","","","","","manual","todo",""
"Vellore Corners","","Vaughan","ON","","","","","manual","todo",""
"Norton Dental","","Vaughan","ON","","","","","manual","todo",""
"Metro City Dentistry - Woodbridge Dental Clinic","","Vaughan","ON","","","","","manual","todo",""
"Woodbridge Square Dental Clinic","","Vaughan","ON","","","","","manual","todo",""
"Vellore Woods Dentistry Woodbridge","","Vaughan","ON","","","","","manual","todo",""
"Napa Dental","","Vaughan","ON","","","","","manual","todo",""
"Concord Dental Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Milani Dentistry","","Vaughan","ON","","","","","manual","todo",""
"Maple Family Dentistry","","Vaughan","ON","","","","","manual","todo",""
"Upper Thornhill Dental Care","","Vaughan","ON","","","","","manual","todo",""
"DENTISTRY AT VAUGHAN SMILES | Dr. Joe Lehri & Associates","","Vaughan","ON","","","","","manual","todo",""
"Smart Care Dental | Emergency Dentist in Concord ON | Dentist in Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Roytec Dental Centre","","Vaughan","ON","","","","","manual","todo",""
"Dentistry For You - Woodbridge Dentist","","Vaughan","ON","","","","","manual","todo",""
"iDent Dental","","Vaughan","ON","","","","","manual","todo",""
"Centro Dental","","Vaughan","ON","","","","","manual","todo",""
"Mydent Dental","","Vaughan","ON","","","","","manual","todo",""
"Today's Family Dental","","Vaughan","ON","","","","","manual","todo",""
"Vellore Village Family Dentistry","","Vaughan","ON","","","","","manual","todo",""
"Floss and Smile Dental Practice","","Vaughan","ON","","","","","manual","todo",""
"Maxilla Dental Clinic - Woodbridge","","Vaughan","ON","","","","","manual","todo",""
"Nest Dental Clinic","","Vaughan","ON","","","","","manual","todo",""
"Vaughan Dental Care","","Vaughan","ON","","","","","manual","todo",""
"Sunrise Dental Clinic Dr. Harpreet K & Associates","","Vaughan","ON","","","","","manual","todo",""
"Columbus Dental Centre - Dental Care in Woodbridge","","Vaughan","ON","","","","","manual","todo",""
"West Vaughan Dental part of Sabharwal Dental Group","","Vaughan","ON","","","","","manual","todo",""
"Harmony Dental Studio","","Vaughan","ON","","","","","manual","todo",""
"Sunny Day Dental | Dental Office","","Vaughan","ON","","","","","manual","todo",""
"Maplewoods Dental Care","","Vaughan","ON","","","","","manual","todo",""
"Regene Care Dental","","Vaughan","ON","","","","","manual","todo",""
"Orange Dental Inc. - Vaughan","","Vaughan","ON","","","","","manual","todo",""
"CityView Smiles Dental","","Vaughan","ON","","","","","manual","todo",""
"Expo City Dental","","Vaughan","ON","","","","","manual","todo",""
"Napa Valley Dental Centre - Kleinburg Dentistry","","Vaughan","ON","","","","","manual","todo",""
"CT Dental in Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Vaughan Dental - Snoring and Sleep Apnea Solutions","","Vaughan","ON","","","","","manual","todo",""
"Tasios Orthodontics","","Vaughan","ON","","","","","manual","todo",""
"UShine Dental","","Vaughan","ON","","","","","manual","todo",""
"Dentistry on Tuscany Place","","Vaughan","ON","","","","","manual","todo",""
"Walt Orthodontics","","Vaughan","ON","","","","","manual","todo",""
"Bloom Dental","","Vaughan","ON","","","","","manual","todo",""
"TOOTHCARE FAMILY DENTAL","","Vaughan","ON","","","","","manual","todo",""
"Family Dentistry in Maple","","Vaughan","ON","","","","","manual","todo",""
"Vaughan Dentin Family Dentistry | Dentistry in Vaughan","","Vaughan","ON","","","","","manual","todo",""
"Centre Dental Office","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Smile Centre | Emergency Top Dental Care in Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Dental Clinic","","Richmond Hill","ON","","","","","manual","todo",""
"Sunshine Dentistry Clinic","","Richmond Hill","ON","","","","","manual","todo",""
"Hummingbird Dental Clinic | Dental Care in Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Dentistry of Richmond","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Green Dental Care","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Village Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Yonge & Seven Dental Care","","Richmond Hill","ON","","","","","manual","todo",""
"Maple Hill Dental Office (Richmond Hill)","","Richmond Hill","ON","","","","","manual","todo",""
"Bayview Hill Dental Centre","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Dental Care","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Hillcrest Dental","","Richmond Hill","ON","","","","","manual","todo",""
"North Richmond Hill Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Yonge Weldrick Dental Centre","","Richmond Hill","ON","","","","","manual","todo",""
"Silver Maple Dental Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"York Center Dental Clinic","","Richmond Hill","ON","","","","","manual","todo",""
"ToothMatters Dental Clinic in Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Doncrest Dental Centre","","Richmond Hill","ON","","","","","manual","todo",""
"Don Head Dental Care","","Richmond Hill","ON","","","","","manual","todo",""
"Expressions Dental Care Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Polar Dental Centre","","Richmond Hill","ON","","","","","manual","todo",""
"Dev Dental Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Dental Group","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Smiles","","Richmond Hill","ON","","","","","manual","todo",""
"Luna Dentistry | Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
